k,H,alpha,eta
1.995303812299317747e-02,2.040094193427370861e+00,3.018414038168226732e-02,3.312584396387060259e+00
2.566144046712689697e+00,4.264847776770259280e+00,1.190762689754725212e-01,3.035236256155193324e+00
4.781955777672727059e+00,1.321206055556150005e+00,1.278685690298223543e+00,1.387333484570256559e+01
2.816153157629626591e+00,9.818491557640032230e-01,1.573313923739849018e+00,4.987468869535787164e+00
2.570844706784377820e+00,4.791252755826166165e+00,1.547390956485428681e+00,1.348292840112490865e+01
4.147377856137071106e+00,4.121128182299202081e+00,1.169837837790144386e+00,1.466249039637981078e+01
2.975523748315456629e+00,2.834483611453339158e+00,1.280701196664469244e+00,5.513148619565909847e+00
1.337918065232689413e+00,4.869862011815547120e+00,1.037780321114651017e+00,1.285169620978166982e+01
1.863123909782819831e+00,4.280774415821706036e+00,7.898407586276039449e-01,1.296548878910139990e+01
2.254629054570511215e+00,1.467069965313619218e+00,1.326507912937467948e+00,1.097550621041598262e+01
2.306347856953744557e+00,2.571835470788859102e-01,3.887203822521221319e-01,1.065211019828719330e+01
3.130580238365702428e+00,1.572955793281975712e-01,1.678461877969376514e+00,7.383824081765016922e-01
2.581374221952611236e+00,4.503162708874846487e+00,8.741442064971425285e-01,1.017538503373816816e+01
2.541125027924478363e+00,3.309010105528833012e+00,2.557710384407705373e-01,1.305963193701165714e+01
3.063125646684729197e+00,2.660405596785028415e+00,1.797703463457133166e+00,9.343804950432776479e+00
4.214639879664718869e+00,4.635170910666051025e-01,6.579403988574492601e-01,1.144432541551843130e+01
1.183726167493944548e+00,3.414587086556504669e+00,1.481506437156834277e-01,1.094803183963306203e+01
8.722260202449028110e-01,3.023100939387756148e-01,1.563748549709165214e-01,7.893720621059477693e+00
2.270097375340959456e+00,9.902570760744506817e-01,1.799671420556429258e+00,2.168305461309594229e+00
1.163984320802441824e-01,4.616648588081935678e+00,1.553996994401441567e+00,6.460479463723754812e+00
4.246800802851357082e-01,2.181762767849022122e+00,2.024683413748844529e-01,4.457395049675042742e+00
6.435074638633618838e-01,4.332188302380202138e+00,1.591218282342095502e+00,1.897605002052260570e+00
4.768462497714433646e+00,9.273095435734739489e-01,6.340844278339119455e-02,4.947411567560458856e+00
4.953248132839579654e+00,4.951395074417522579e+00,5.576314367040251518e-01,5.282894908408300338e+00
2.474574065032228098e+00,8.991469211253048099e-01,1.000543455103405366e+00,6.152962056415821834e+00
3.199885380167914573e+00,1.986463039282747367e+00,1.385400398139257971e+00,6.120847474250646236e+00
4.027039663334297970e+00,1.228950042195843473e+00,1.968464693523332976e-01,8.822737875163193522e+00
1.176006757571179673e+00,4.644126906357554319e+00,1.205723484959901448e+00,6.085928787918607696e+00
3.333910094192807705e+00,1.048028189647313591e+00,2.511749434455845531e-02,7.375140336313342537e+00
2.549552757675543901e+00,4.970472216182134417e+00,6.687393691220890890e-01,7.295900991674477254e+00
1.338447955756067342e+00,4.006814955799081757e-01,1.657495719080177121e+00,1.764095087584686805e+00
4.823069382195389387e+00,1.193246359630314890e+00,5.181611584552385796e-01,7.896522026446140430e+00
2.043841430846908558e-02,9.206315810531339183e-01,1.934220336855235534e+00,1.185914308038548803e+01
1.019343225717215917e+00,4.276738201587729549e+00,7.628841603655800441e-01,4.492635654066200246e+00
4.373512223900687168e+00,4.836166441824644169e-01,1.250784792225229314e+00,9.206550099353831840e+00
4.719384515290470539e+00,4.462481965569347508e+00,1.169623764797324439e+00,6.303764701338113952e+00
8.777520923629831273e-01,3.074430986694568269e+00,1.290195083101278506e+00,3.147551379796383664e+00
2.435664535882579251e+00,7.962298881126030903e-01,9.252222191079262359e-01,9.508839344216436729e+00
1.736659396356810658e+00,5.982592370131911697e-01,8.169795375989130637e-01,5.197698525500021205e+00
4.366678542644696570e+00,8.715158611047033599e-01,1.632375950456629976e+00,6.343314856870848395e+00
2.897408021026401048e+00,2.023667921987892360e+00,7.079827112151744206e-01,8.871845774366198256e+00
1.904031787576408563e+00,1.773552835562824725e+00,1.314893551707595476e+00,5.403647404527937681e+00
3.391898005700302754e+00,3.534804587180170099e+00,1.186328368367171482e+00,6.417834517200004640e+00
1.051934068389929644e+00,8.560491892958304039e-01,1.727353846586117347e+00,2.044490027927396980e+00
4.868868840262280173e+00,5.829745207643272087e-01,8.711772849107499717e-01,8.875251677480994417e+00
2.466327717898682881e+00,5.486167308166913781e-01,6.478936857608079691e-01,4.296697065397701465e+00
3.447909288709680720e+00,2.170300839199622356e+00,1.655936166580458391e-01,4.139872781917518729e+00
4.203554877476249452e+00,2.601367278039518727e+00,1.982789589826398302e+00,4.631574653964251276e+00
4.779904354808579003e-01,5.249935809781010043e-01,1.713853771193260211e+00,1.250833474715653537e+00
3.789641670726525025e+00,5.021993140699719804e-01,1.974187612278046844e+00,1.513268212388219069e+00
2.899031746614911143e+00,2.724250481147583614e+00,9.279738710474350061e-01,7.849524759228630799e+00
1.831013395568115598e+00,9.196278837488524038e-01,1.203494453682546705e+00,6.579170567599572195e+00
9.645346739640355826e-01,1.327081737142946916e-01,6.625688731722236824e-01,1.177524322475694696e+01
4.163389094745532759e+00,1.703893657796976102e+00,1.181983807276085763e+00,1.225313957230878970e+01
3.367230091446141937e+00,9.737051536372824945e-01,1.568122053363321111e-01,5.451568844691625060e+00
2.210246720025708544e+00,3.835027044421697173e+00,3.570179365110857095e-01,8.188714723003542417e+00
4.767458975519546449e+00,4.633688940976140813e+00,1.466978555942193729e+00,7.026747634690650557e+00
4.143728061094446247e+00,3.901584317790593115e+00,9.510687252397413971e-01,1.033019462601565763e+01
8.196619425059195052e-01,1.092593164744740442e+00,1.264685724750549412e-01,7.557506434751102731e+00
1.879958575267188348e+00,3.455081871341557864e+00,1.155877557305254433e+00,1.779001918448444020e+00
4.639925406318231360e+00,1.141861039703390812e+00,6.837752250248840813e-01,1.221614799821606034e+00
3.568898094903134144e+00,2.272908673019181869e+00,1.477729322498530395e+00,1.275609603528414482e+01
3.058568524575865588e+00,2.734735003129637576e+00,1.460860592013694781e+00,1.349874877062188894e+01
3.330287757240089075e-01,5.525474315445813023e-01,1.924215523050378795e+00,1.361543308816684750e+01
2.964100691954740796e+00,3.956664866042951978e+00,1.775521089825459864e+00,1.332275188821967049e+01
2.795977763263182592e+00,3.964644840171716478e+00,9.234314257832436645e-01,2.154677496303865514e+00
1.466693517792614587e+00,3.614118029643784702e+00,8.992479871229688282e-01,1.239855417302154983e+01
1.133757486320106977e+00,1.189538994862284760e-01,1.780731355076517364e+00,1.063966794835987661e+00
3.871889977572833708e+00,2.559747739988208703e+00,1.254662084684385004e+00,8.220800245541826090e-01
3.827932210913948641e+00,1.178676603472311735e+00,1.903629044130231485e+00,3.555541308238312936e+00
4.269126617445537786e-01,3.231958737865135767e+00,1.703885055985783659e+00,4.610381044762522862e+00
1.387589318948347250e+00,3.831065315830044060e+00,1.851978989250975260e+00,7.510871242737941600e+00
2.464392274833959728e+00,6.373984621385911931e-01,1.117277222553527460e+00,1.211530130973079444e+01
3.275744298517625719e+00,3.023666629727206789e+00,9.125009783314221856e-01,1.445145073367775623e+01
5.909920464256759320e-01,1.383654287841474817e+00,1.438085437470475236e+00,8.360743135698426087e+00
4.280413479866322035e+00,3.771039003155308489e+00,9.854004436012469004e-01,7.500518136500399891e+00
3.456486856378336636e+00,3.979101663042937442e+00,5.728923598919655191e-01,6.391815921708904114e+00
3.055672243257568255e+00,3.014442461480851598e+00,1.169549237076855652e+00,1.154770842819232435e+01
3.159764318819218154e+00,1.226520978023379227e+00,6.504064523110884011e-01,1.242585660955964144e+01
3.074045915526815165e+00,4.891861306959206956e+00,1.295381489765221605e+00,1.461465779920824737e+01
2.407963721080832897e+00,1.124813948303490463e+00,1.656157241664901747e+00,8.136420416347487361e+00
2.660712076540997284e+00,1.696651944510121357e+00,1.719882910555058819e+00,2.702589764558376739e+00
4.448591306944812196e+00,2.810645719968305478e+00,2.706049024998260499e-01,5.766202421476912754e+00
2.373487794199203194e+00,1.204973676077967237e+00,8.848902276914483167e-02,1.399562831146152497e+01
3.354853215968875535e+00,4.891715370820066688e+00,1.426615239558056691e+00,3.105486605137631528e+00
1.258546847663784884e+00,3.698254422602731850e+00,7.279557189952698959e-01,7.095238855674590450e-02
4.686428025468662106e+00,4.054099106119500640e+00,2.757046484400076380e-01,3.632262432946316899e+00
1.229396159037035252e+00,3.458086831168627473e+00,1.002166651160456112e+00,7.610634221820805623e-01
3.955128845990407704e+00,1.645120801042802228e+00,1.186934959359882136e+00,9.258174748314518254e+00
7.928835849296245186e-02,8.137821619395756434e-01,1.070407824421574450e+00,1.848956116607872735e+00
3.703622368528241449e+00,3.963866477167445002e+00,6.631880768014488670e-01,2.520348313182095623e+00
4.866710085368169736e+00,1.975373982221644065e+00,2.323132432496255451e-01,4.900687944291261644e+00
1.058904389173034311e+00,4.570937371811786498e+00,1.138772916637480481e-01,1.177830626403921244e+01
3.098982416789088923e+00,2.498860350835486965e+00,1.879904300088024227e+00,1.102075332381221884e+01
3.856124224305658155e-01,1.165263725892398794e+00,1.192953587784742808e+00,8.771776546950997400e+00
3.261583636879270554e+00,3.662992270440505127e+00,2.444004094189649035e-01,9.742801458485864430e+00
3.915739192295825344e+00,3.360064262448247963e+00,1.628682624699587578e+00,8.692087459304485009e+00
2.263484563550626216e+00,4.220261546450266188e+00,1.298881309262361006e+00,1.166443062444618306e+01
1.024279448340442711e+00,4.583227959400580254e+00,9.694237353548253999e-01,5.446748140189717091e+00
3.976988768203962854e-01,6.428443548312581246e-01,1.819031887425143434e+00,9.138278613469156042e+00
3.094444029592228862e+00,3.905543368799119230e-01,1.331606495817517333e+00,1.498270499911919273e+01
8.854615039452606862e-02,4.300937849724821405e+00,1.348789816401863018e+00,8.687119912050528470e+00
7.784116437546686473e-01,2.646391079697604010e+00,1.499224016446625285e+00,1.495446546162052925e+01
2.782842899144597482e+00,1.923106934058241180e+00,1.461229377023180787e+00,1.447059985786379066e+01
3.040723536358811874e+00,1.990656993962993004e+00,1.122873036427405324e-01,5.882895800388030949e+00
6.081170490895326797e-01,4.016466556701854707e+00,1.166116865809558201e+00,1.170415147213382134e+01
4.787190675967765152e+00,3.469729445994493400e+00,2.216152994515714347e-01,1.499374056113333520e+00
2.640737634800196521e+00,2.325656613649905058e+00,1.192606163773990424e+00,9.985081115661289530e+00
3.499392542857233224e+00,3.689750139566399856e+00,7.587160775667325385e-01,1.459568151317744089e+01
2.081397448746391987e+00,2.634880453995970484e+00,1.275938848491374955e+00,3.010996320153477512e+00
2.665489088587822852e+00,1.607877841695192878e+00,1.329869914269761644e+00,9.572786545866451391e+00
4.219952319006180730e+00,2.219448011567037859e+00,8.861038490213175578e-01,6.007092001145394988e+00
3.630201223533858101e+00,3.858245134446195213e+00,7.970647467968694500e-01,2.559968330159129835e+00
9.428102794035728706e-01,3.519396233519067163e+00,1.674104750174239653e+00,1.783232514582214767e+00
2.970794404734579786e+00,1.328914022700121711e+00,1.777724471069639600e+00,2.010759030002665426e+00
2.943273921211208233e+00,3.967710043146039922e+00,1.581464897416231974e+00,9.400516615890266436e+00
4.888440366730456788e+00,8.107468915599027603e-01,3.817995594079715005e-01,1.176821529598549576e+00
1.993341876989702444e+00,2.766959640290140410e+00,1.967474646171230024e+00,8.809293568429991339e+00
7.696434045830341519e-01,1.437237128271873665e+00,1.587409294070020627e+00,2.269038858201011699e+00
2.572703022639850179e+00,2.430806540189098808e+00,1.317188232023490224e+00,1.439125440417027768e+01
2.667315172879128227e+00,3.841299686068059049e+00,1.950767269118887537e+00,1.319893808427850956e+01
4.424536018609447119e+00,2.696653111351309029e+00,2.871070213619775213e-01,7.408278177810659670e+00
4.311246130273655552e+00,2.875513350339106822e+00,1.604507948365293313e+00,1.073357797430575289e+01
1.158742700572841011e+00,5.534712798525489585e-01,1.408023536374484852e+00,1.248277068033130632e+01
4.342894276550890886e+00,1.731686127220626981e+00,9.522499166281850336e-01,1.273204907483181181e+01
4.335697271457928714e+00,1.968699220722552878e+00,1.901342052340007749e+00,4.985596585335899888e+00
4.353732384386805876e+00,2.191762177073727447e+00,1.528779553077784126e+00,8.574378401488452539e+00
1.413593939200341321e-01,2.594029208268673781e+00,3.702425235334372289e-01,9.235779798682987263e+00
4.862450156538568713e+00,2.159557001208862737e+00,3.036339834033237040e-01,8.291566826711802562e+00
4.397391750226036677e+00,1.088950189609821484e+00,1.339057307031550570e+00,5.544559680706022675e+00
2.390971046967422797e+00,4.467020500303836350e+00,2.869601877277410118e-01,1.170629811704847256e+01
4.462553367418919947e+00,1.161201297817043843e+00,1.064128798026825251e+00,3.728382253589174189e-01
3.633461672003665655e+00,3.957623697530953777e+00,1.388071283283009993e+00,7.193452663115128765e+00
4.576786956715683807e+00,4.253243520411626122e+00,1.718320619418981732e+00,5.378286472193009260e+00
4.844998792561181489e+00,4.387602635793191652e+00,1.690119796585027645e+00,1.361965309892556597e+00
1.918227369289300821e+00,3.578102043836429491e+00,7.748912363426414540e-01,1.323270381266578255e+01
2.548227068132749462e+00,2.706929012123907796e+00,9.799539198400206708e-01,8.616222986462961586e+00
3.088272507709456605e+00,8.974764531116546928e-01,1.636966777118737948e-01,1.103783595338105705e+01
3.760549326732412823e+00,3.595136241916333297e+00,1.770455380198643347e-02,1.473334243813076316e+00
6.398589646761271288e-01,7.551413828090247637e-01,2.905386675419727727e-01,1.294759895078947842e+01
3.402459186361184607e+00,4.960229062261201083e-01,1.867798248452926080e+00,9.162920573628913212e-01
1.254333669858946010e+00,2.040630082620350283e+00,1.938758347953824623e+00,1.235397049338295261e+01
4.784654195497930473e+00,1.043490236734007981e+00,1.477705683771541878e-01,1.177312786096295660e+01
2.709376064933675110e+00,3.706689931597019871e+00,1.346011698603188922e-01,5.671687044477749851e+00
3.012512995159719043e-01,4.072759161193537203e+00,1.481610463018366186e+00,1.491124744341164288e+01
1.793481709061510165e-01,3.437945835504748082e+00,2.755078422150383233e-01,4.964019236628950615e+00
3.364388113206926878e+00,5.682475191165974326e-01,1.589032260154191523e+00,2.043196598011487009e+00
1.011441510880174643e+00,3.891333181648854112e+00,3.290079575306055215e-01,4.826236185100333920e+00
1.648437775683296580e-01,3.586419726151619969e+00,3.817797171989090188e-02,3.429555503222914581e+00
3.382747906657200154e+00,4.230470379850167717e+00,4.588596133327658144e-01,1.678424189778513043e+00
4.388103813083362503e+00,2.653245006360203107e+00,1.037847949419237636e+00,1.493568039441787221e+01
3.324050087605044723e+00,4.136200715478020484e+00,1.288444236243985852e+00,8.009858485298728681e+00
1.355297345755678506e+00,3.423268693639629046e+00,6.803425325788883260e-01,9.799021199678868754e+00
3.938561517303659887e+00,1.069847694234083324e+00,8.787227119628178151e-01,5.104859613228201809e+00
1.561512257323744768e+00,1.193741976210678457e+00,7.209845317507168616e-01,9.961550539198105181e-01
4.850989146150697984e+00,3.530412638688336990e+00,9.960006740422240323e-01,7.002940030251031400e-01
1.157503977453935073e+00,3.220186717320386638e+00,6.597038231195506697e-02,1.441680748777813470e+01
4.572744073299266354e+00,1.175407039152908784e+00,8.107874997383057725e-01,1.198310471281075351e+01
2.705108319498698233e+00,1.991900740434283223e+00,1.052109874923518040e+00,2.707517189069883923e+00
3.345630272211186362e+00,3.214158442308644226e+00,1.487707563409363498e+00,4.593438760709170232e+00
1.848328317301845436e+00,2.342333214553212528e+00,4.804249176706985036e-01,1.349103802126752605e+01
1.804601744546602937e+00,1.449724307933876410e+00,8.312432757598062771e-01,1.491842244679296314e+01
1.655253309398210915e+00,1.131846033907284721e-01,1.324702138878836033e+00,1.143820755294085423e+01
1.268534230104626737e+00,1.375173324133153407e+00,5.501689691678688376e-01,5.037491635825669611e+00
6.837948642116485898e-01,2.246005535402096243e+00,8.511802095140035274e-01,1.181264245208237540e+01
4.941235522728090857e+00,2.685019134377465200e+00,1.228902139884008315e+00,3.106148563329029777e+00
2.027302244610689197e+00,2.131169693614465732e+00,1.713768024978056026e+00,1.362528235386362141e+01
1.466133732723233218e-01,4.574381411559341082e+00,1.735361427676244572e+00,1.540213168414487077e+00
3.065941115045346166e+00,7.779503374341160127e-01,8.329488222740026870e-01,5.658707782621842597e+00
1.163432714741266638e+00,4.395840924161643848e+00,7.892523414120962144e-01,1.181582327639631025e+01
3.725926115372131253e+00,2.260727647549298780e+00,1.231013126360902543e-01,1.391960540917541067e+01
1.020339835098676984e+00,2.036643411594529773e+00,3.956859305463145127e-02,1.487896340931700756e+01
4.935433088980857086e+00,4.180435598560473309e+00,1.739578011490201526e+00,4.455138056353321829e+00
4.815987133221088179e+00,1.829936168417059195e+00,9.484908186443075095e-01,9.879172926311200698e+00
5.234845688060107971e-01,2.549037047672578549e+00,1.140426458195516801e+00,1.002977144619618066e+01
2.428350732857255334e+00,2.566404741723610883e+00,9.897062467392914176e-01,1.351864155238529541e+00
2.048611140306708656e+00,2.620460044330720883e+00,2.197753975285348105e-01,5.143127206579601207e+00
1.260738276975696293e+00,7.716564640434744327e-01,1.059769369899765223e+00,1.124678305813640122e+01
2.757049615933067965e+00,3.102988727459015550e+00,1.841191488717091040e-01,8.411769468274727046e+00
1.762114024645416999e+00,1.962384621928012995e+00,9.169307582959218550e-01,2.002963617882560499e+00
2.677604264486170838e-01,5.991488325313931718e-01,1.908941012186097463e+00,2.228868975563049304e+00
2.497897599464493190e+00,3.113623824295479459e+00,1.268591552221979946e+00,3.182491596158749658e+00
3.176820812746497413e+00,3.569895641814602616e+00,1.313977283857641565e+00,1.470714757283688279e+01
4.896810974731518940e+00,1.581902503274352778e+00,1.079238076393975510e+00,5.252081171299739282e+00
4.416111239684344936e-01,8.558621670489058308e-01,5.774730226312148051e-01,1.448920394783341781e+00
1.075805705725916273e+00,4.776212078379205472e+00,9.535633079696825831e-02,4.976334087399664874e+00
2.723600347957416457e+00,1.341525025261135040e+00,1.693620095649225998e+00,6.194718032537571695e-01
4.792085977807313490e+00,2.067632494879108607e-01,1.078635428747996006e-01,1.372522606631252629e+01
3.460321448380300424e+00,1.906064612401348279e+00,4.060883260980938658e-01,1.934340316932874337e+00
4.585469842836793042e+00,4.193914576362153923e+00,1.434224159285995892e+00,1.120034764556392659e+01
4.203160413695036013e+00,1.119238651169957466e+00,1.599854278989436551e+00,1.204349224176644029e+00
9.388306531679849742e-01,1.820749554355004962e+00,7.771626475104720377e-01,5.684296183087146126e+00
2.109929388810258821e+00,9.490970687709635589e-01,2.558162186382801906e-01,4.343272219574231485e+00
3.824354819178504283e-01,2.815556691346793095e+00,8.045443983170619262e-01,1.080410073979735230e+01
3.761451524891464615e+00,4.652150749182291989e+00,4.079009476390951239e-01,4.576765115317656729e+00
3.845227873268087126e+00,4.028455038876763261e+00,9.913948684621407548e-01,3.529024008822572611e+00
4.612750553646261409e+00,3.108341481910329218e+00,1.664057091791817600e+00,4.861013041778438293e+00
6.338536273187835857e-01,4.345208876067254700e+00,1.438799600441265314e+00,3.338639330255515070e+00
3.767283733458982375e+00,1.942407806806086601e+00,4.467489780772651020e-01,1.474468976902062778e+01
1.355816985557523058e+00,4.658566865213646935e+00,3.355653188139626764e-01,1.470209665173034885e+01
1.779556426627075583e+00,2.753715915703920381e+00,2.385444154925229210e-01,8.164121223152072560e+00
4.240575437172589446e+00,1.832606296921817535e+00,1.939366659579605079e+00,7.662870789925560366e+00
3.372009434887252688e+00,4.210610415714406862e+00,7.873655035447861827e-01,1.388978169546033037e+01
5.022019627635619654e-02,5.527314954124841195e-01,6.693104778947602806e-01,6.273610564196111739e+00
1.288350023544613698e+00,3.916915091232337165e+00,1.114126147714376014e+00,8.769097838562359470e+00
8.522738236786888688e-01,2.065093096137065931e+00,1.705380038748893767e+00,3.517575206717509229e+00
1.042060160018515758e+00,3.080989502245308653e+00,1.151276866271240040e+00,6.908728303181771446e-01
3.228250303085792972e+00,2.618076962445947231e+00,1.738657720018442987e+00,1.897559421283414594e+00
3.267633984766713962e+00,1.112897647430201253e+00,6.809364357586613625e-01,2.348879219923857065e+00
4.584510592991911437e+00,4.934120661867951618e+00,7.061083379947590277e-01,1.401875384038785555e+01
2.029685814687832490e+00,1.711583064943736021e+00,8.067781900250443616e-01,5.629309121438782704e+00
2.152944549785293038e+00,2.607041414047212680e+00,1.262931096964676314e+00,6.815289180876205499e+00
1.935409170274930313e+00,4.347142092709714412e+00,2.547664373525093673e-01,2.178627072964867128e+00
1.123363687542612954e+00,3.214375525130676703e+00,7.199857110859793075e-01,6.973489902737767032e+00
3.473785316582421956e+00,2.261592785623372848e+00,1.407622536928307522e+00,4.765739584375497273e+00
6.654977943011791686e-01,2.511657500883939687e+00,1.733483905911929357e+00,1.092526648673483258e+01
9.741843384205559619e-01,4.831367983058686200e+00,1.395663332692175906e+00,8.907238759374902060e+00
2.477726742054739972e+00,1.085678722916942007e+00,5.803888314386644875e-01,2.946237974227852163e+00
2.534363188155490665e-01,3.144051151275422118e-01,7.997488946077724314e-02,2.362591275254367851e+00
1.395034587717296048e+00,8.110131559077989882e-01,5.177114778174565224e-01,1.151387615730577529e+01
3.242473934048282658e+00,6.858053560527167525e-01,3.421903211546564183e-01,2.593459028878325467e-01
1.117624805563494750e+00,2.669449645756112766e+00,7.949540280327105357e-02,8.808017650348089589e+00
4.868426482360468377e+00,2.814655492539341886e+00,1.286844999057070726e-01,1.418669201957740178e+01
1.574006071294070885e+00,2.742168206254231855e+00,1.333434685367258066e+00,2.565378092532619725e+00
1.473105339464788610e+00,1.547155054702543664e-01,1.940548972227901903e+00,9.964393903348614856e+00
2.395602427868007478e+00,4.638841489651821526e+00,1.871679033468044651e+00,6.353916311131294847e+00
1.161134240321628930e+00,4.200766225997908387e-01,2.113190565870826099e-02,2.071225700147726556e+00
3.228443548837010013e+00,2.390806756555329038e+00,1.161917029921010203e+00,1.667297896586668049e+00
3.055813539813749813e+00,2.268196932819884215e-01,4.314414872510736743e-01,1.049828971425171886e+01
2.537980301037265463e+00,1.024644138286327388e+00,1.173766906707977009e+00,7.617957939519916621e+00
4.417281974091721963e+00,4.252321557774591199e+00,9.752789558544860959e-01,9.935997778274352044e+00
2.970059142653374895e+00,1.996557936304347525e+00,1.092299746119858250e+00,1.249897505242447338e+01
3.884266691651718229e-01,1.203428846093411053e+00,6.215447834572607189e-01,7.757367835685506030e+00
4.091339179078631538e+00,1.709444390458165763e+00,2.013382155618859137e-01,8.465882451227324523e+00
3.558077602076580082e+00,3.637603032031748729e+00,1.022713377024303094e+00,5.105476573603074719e+00
2.522656662716578957e+00,2.601264693911581549e+00,1.615850102550948630e+00,2.209526167539796582e+00
7.166693650506198443e-01,2.890359426938340803e+00,1.373587244848130551e+00,6.471155362808408640e+00
4.638554150768371409e-01,4.134706179871780130e+00,1.051037130982128698e+00,1.271689304106394225e+01
2.928864888996509208e+00,2.636135055095901070e+00,1.981315890074423880e+00,1.414072780049023592e+01
1.659547075480951595e+00,8.133640318116682755e-01,7.484111345057706810e-01,1.808300732487834850e+00
4.808595673467973342e+00,2.628447756214847608e+00,1.957564456948617471e+00,9.836448359260414165e+00
1.438160557433195263e+00,3.290093005544563631e+00,8.767043715762672385e-01,8.761355947590125481e+00
3.927542458958968918e+00,3.863229599265113556e+00,3.598530394488534956e-01,1.290183037214381478e+01
3.105442278756354479e+00,4.619274939585967132e+00,1.607567028160057809e+00,1.429524290491010952e+01
1.870187780014607837e+00,2.007312426566918440e+00,1.224644826124698938e-01,8.468387106707375267e+00
2.492594330048734097e+00,2.754372291328897604e-01,5.890779960836540763e-01,2.039830299337557662e+00
3.137329280399792530e+00,4.321243355905486361e+00,1.432371913419715481e+00,3.528348748067129392e+00
5.907503355366881814e-02,1.342546006334047748e+00,1.372554881824910700e+00,2.991738596765060709e+00
2.886385208061946095e+00,2.442918685149624736e+00,1.802855220521720092e+00,1.174081654414348641e+01
2.417330389901024834e-01,3.737914224762968196e+00,1.943722253744523565e+00,3.806502646822901070e+00
3.346858844404760447e+00,2.093742415830024406e+00,5.924279885483749730e-01,7.405258253478447905e+00
1.560671348017687032e-01,2.416322487404616304e+00,1.414541448814946367e+00,4.575157795546973105e+00
1.878392544826743338e+00,2.660620100737221883e+00,1.340152270062027196e-01,9.382876293713120930e+00
4.870003361297881916e+00,2.091972410028288376e+00,1.827653685050152355e-01,1.064228722170666863e+01
1.766455578145794014e+00,3.810362018478931301e+00,9.337130292072797211e-01,1.335331403543072426e+01
3.091598696080408715e+00,8.762826704456575522e-01,4.358458270171139404e-01,7.066297311814516924e+00
1.771956866515022488e+00,2.090992080165058997e+00,2.360350862300741870e-01,1.369168838244177344e+01
3.912706951009993439e+00,1.796656280807130246e+00,1.209108942110529883e+00,1.294647656976042605e+01
3.085855058620317504e+00,1.085167245730453311e+00,1.773436481943930776e+00,5.939129475199060870e+00
2.596408698470430154e-02,5.925110907210890954e-01,1.262393143920320870e+00,1.485526397202896476e+00
2.296143547921183803e+00,2.463800765724907915e+00,3.518789615425714778e-01,7.691323579483916317e-01
2.452869180895910883e+00,2.454085299601444614e+00,1.711549638642891003e+00,1.483622591892993547e+01
1.590504437364080870e+00,3.792422719691336486e+00,1.097905838151136404e-01,4.637734942263281646e+00
3.840710893968785733e+00,6.050190744302004209e-01,1.380469185460116766e+00,1.367280959982173982e+01
2.737854153917893996e+00,2.426805717605624579e-01,8.639739487399609175e-01,1.197547851669443375e+01
4.086284564140393094e+00,9.956575801141165361e-01,1.430527736201703704e+00,4.903240117350705418e+00
3.466932079820318702e+00,2.232543564273410830e+00,1.895611997452971043e+00,8.289559440523049716e+00
4.976570215772418315e+00,2.538189439447252393e+00,7.381400741097614571e-01,4.517792910179063703e+00
3.749310383231385657e+00,4.690398860389665359e+00,1.641513545442383259e+00,4.751168763679236129e+00
3.235242845013309942e+00,2.223723362535604764e+00,1.427021959473963930e+00,2.219743620689164310e+00
4.859235634607856014e+00,7.129967237962264726e-01,6.383148917071437278e-01,9.264759638732829927e+00
2.947178695524653946e+00,1.113743616651110768e+00,1.786365066658567757e+00,1.434088624312325244e+01
4.306692062033864232e+00,4.147053868421131106e+00,1.865601073170096935e+00,4.994407776558416501e+00
3.968937594805139746e-01,2.769542963997315255e+00,6.997809740668581302e-01,1.264368943165359127e+01
7.306706996814638089e-01,9.536534058785561818e-01,1.862897314065543375e+00,1.392522938127216570e+01
3.738141969267255948e+00,1.472544655839176597e+00,1.037921267005239789e+00,1.337894480145825327e+01
2.376063932021064584e+00,9.262134364760310490e-01,7.594508690641230686e-01,9.524154451919231157e-03
3.805904755118521887e+00,1.133978920442983318e+00,8.205194382697080790e-01,2.263647810241656622e+00
3.932904674870951744e+00,1.708365973454523346e+00,1.438593878090380418e+00,5.331388244755379091e+00
5.058351789061801274e-01,1.241875226202523219e+00,7.935485875460845939e-01,5.459943291904089335e+00
2.973897821747152559e+00,3.859184246419564701e+00,1.535548342858345405e+00,2.522752684479760532e+00
2.810133197750208200e+00,1.831594353160475253e+00,7.883752056266881691e-01,1.333723143437173597e+01
2.497607058799990565e+00,9.978257346956692642e-01,9.115934571945119025e-01,1.448781525549272331e+01
7.228552984339750020e-01,1.320977233547324436e+00,1.454295703203143386e+00,1.124660470388089095e+01
3.742566431765347978e+00,4.288988468570605228e+00,4.103384848066198298e-01,1.236604577205047129e+01
2.146582442417192649e+00,4.011191634166705988e+00,1.802168959170846296e+00,1.402324204003942221e+01
1.857072532860755798e+00,1.688119463561819078e+00,1.914495662968356493e+00,1.393154363132425466e+01
4.265362979638703145e+00,7.785472629670507905e-01,1.586936034716842636e+00,2.859032106491233627e+00
3.219270536988895426e+00,2.287651827909685132e+00,2.538852751329883084e-01,4.734751626255087054e+00
2.316309662414500536e+00,4.777647920824359851e+00,9.479032937874531939e-01,5.569328018641678035e+00
1.655544227620975750e+00,2.186229314981124716e+00,1.098342832230977617e+00,5.876501318029011323e+00
